gold_id,source_seed_id,known_errors_v3,known_errors_v4,topic,item_format_v3,item_format_v4,difficulty,question_v3,question_v4,expected_revision_question_v3,expected_revision_question_v4,changed_in_v3,changed_in_v4,v4_change_reason
gold-200-rewritten-160,candidate-v1-single-too-many-scale-points-021,too_many_scale_points,too_many_scale_points|missing_scale_labels,university life,numeric_ranges,numeric_ranges,obvious,"For this semester’s exam schedule, choose a number from 0 to 40 to show your satisfaction.","For this semester’s exam schedule, choose a number from 0 to 40 to show your satisfaction.",How satisfied or dissatisfied are you with the scheduling of exams this semester?,How satisfied or dissatisfied are you with the scheduling of exams this semester?,False,True,Add missing_scale_labels because the high-resolution numeric options do not define endpoint direction or midpoint meaning.
gold-200-rewritten-161,candidate-v1-single-polarity-mismatch-003,polarity_mismatch,polarity_mismatch,health,ordinal_categories,ordinal_categories,realistic,Please rate your concern about side effects of your current medication.,Please rate your concern about side effects of your current medication.,How concerned are you about side effects of your current medication?,How concerned are you about side effects of your current medication?,False,False,
gold-200-rewritten-162,candidate-v1-single-polarity-mismatch-008,polarity_mismatch,polarity_mismatch,university life,ordinal_categories,ordinal_categories,borderline,Please rate your satisfaction with the password-reset process for university accounts.,Please rate your satisfaction with the password-reset process for university accounts.,How satisfied or dissatisfied are you with the password-reset process for university accounts?,How satisfied or dissatisfied are you with the password-reset process for university accounts?,False,False,
gold-200-rewritten-163,candidate-v1-single-polarity-mismatch-009,polarity_mismatch,polarity_mismatch,environment,support_oppose,support_oppose,obvious,Do you support or oppose planting more street trees?,Do you support or oppose planting more street trees?,To what extent do you support or oppose planting more street trees?,To what extent do you support or oppose planting more street trees?,False,False,
gold-200-rewritten-164,candidate-v1-single-polarity-mismatch-005,polarity_mismatch,polarity_mismatch,work,frequency,frequency,realistic,"At your workplace, how often are you given feedback on your work?","At your workplace, how often are you given feedback on your work?",How often do you receive feedback on your work?,How often do you receive feedback on your work?,False,False,
gold-200-rewritten-165,candidate-v1-single-polarity-mismatch-004,polarity_mismatch,polarity_mismatch,education,ordinal_categories,ordinal_categories,borderline,How difficult was it to register for required courses this semester?,How difficult was it to register for required courses this semester?,How easy or difficult was it to register for required courses this semester?,How easy or difficult was it to register for required courses this semester?,False,False,
gold-200-rewritten-166,candidate-v1-single-polarity-mismatch-001,polarity_mismatch,polarity_mismatch,public services,ordinal_categories,ordinal_categories,obvious,Please rate your trust in emergency alert messages from public authorities.,Please rate your trust in emergency alert messages from public authorities.,How much do you trust or distrust emergency alert messages from public authorities?,How much do you trust or distrust emergency alert messages from public authorities?,False,False,
gold-200-rewritten-167,candidate-v1-single-polarity-mismatch-010,polarity_mismatch,polarity_mismatch,family/household,ordinal_categories,ordinal_categories,realistic,Rate the fairness of how elder-care tasks are shared in your household.,Rate the fairness of how elder-care tasks are shared in your household.,How fair or unfair is the division of elder-care tasks in your household?,How fair or unfair is the division of elder-care tasks in your household?,False,False,
gold-200-rewritten-168,candidate-v1-single-polarity-mismatch-011,polarity_mismatch,polarity_mismatch,media/culture,ordinal_categories,ordinal_categories,borderline,How important are local cultural venues for your community?,How important are local cultural venues for your community?,How important or unimportant are local cultural venues for your community?,How important or unimportant are local cultural venues for your community?,False,False,
gold-200-rewritten-169,candidate-v1-multi-leading-question-unbalanced-scale-001,leading_question|unbalanced_scale,leading_question|unbalanced_scale,politics/public policy,support_oppose,support_oppose,obvious,"Everyone benefits when diseases are caught early, so how strongly do you favor free annual health checks?","Everyone benefits when diseases are caught early, so how strongly do you favor free annual health checks?",To what extent do you support or oppose offering free annual health checks?,To what extent do you support or oppose offering free annual health checks?,False,False,
gold-200-rewritten-170,candidate-v1-multi-leading-question-unbalanced-scale-002,leading_question|unbalanced_scale,leading_question|unbalanced_scale,politics/public policy,support_oppose,support_oppose,realistic,"Since more trees obviously make neighborhoods better, how positive are you about a small tree-planting levy?","Since more trees obviously make neighborhoods better, how positive are you about a small tree-planting levy?",To what extent do you support or oppose a small levy for planting street trees?,To what extent do you support or oppose a small levy for planting street trees?,False,False,
gold-200-rewritten-171,candidate-v1-multi-double-barreled-leading-question-002,double_barreled|leading_question,double_barreled|leading_question,public services,ordinal_categories,ordinal_categories,borderline,"Given that digital services save everyone time, how satisfied are you with online government forms and the helpfulness of service-office staff?","Given that digital services save everyone time, how satisfied are you with online government forms and the helpfulness of service-office staff?",How satisfied or dissatisfied are you with online government forms?,How satisfied or dissatisfied are you with online government forms?,False,False,
gold-200-rewritten-172,candidate-v1-multi-double-barreled-leading-question-001,double_barreled|leading_question,double_barreled|leading_question,mobility,binary_yes_no,binary_yes_no,obvious,"Because sustainable travel is important, should the city improve cycle lanes and raise parking prices?","Because sustainable travel is important, should the city improve cycle lanes and raise parking prices?",To what extent do you support or oppose improving cycle lanes?,To what extent do you support or oppose improving cycle lanes?,False,False,
gold-200-rewritten-173,candidate-v1-multi-incomplete-options-non-exclusive-options-001,incomplete_options|non_exclusive_options,incomplete_options|non_exclusive_options,work,numeric_ranges,numeric_ranges,realistic,How many days did you work remotely last week?,How many days did you work remotely last week?,How many days did you work remotely last week?,How many days did you work remotely last week?,False,False,
gold-200-rewritten-174,candidate-v1-multi-incomplete-options-non-exclusive-options-002,incomplete_options|non_exclusive_options,incomplete_options|non_exclusive_options,finances,numeric_ranges,numeric_ranges,borderline,How much rent did your household pay last month?,How much rent did your household pay last month?,How much rent did your household pay last month?,How much rent did your household pay last month?,False,False,
gold-200-rewritten-175,candidate-v1-multi-agree-disagree-scale-negative-wording-001,agree_disagree_scale|negative_wording,agree_disagree_scale|negative_wording,education,likert_agreement,likert_agreement,obvious,Please indicate whether you disagree that the grading criteria were not unclear.,Please indicate whether you disagree that the grading criteria were not unclear.,How clear or unclear were the grading criteria for this course?,How clear or unclear were the grading criteria for this course?,False,False,
gold-200-rewritten-176,candidate-v1-multi-agree-disagree-scale-negative-wording-002,agree_disagree_scale|negative_wording,agree_disagree_scale|negative_wording,technology,likert_agreement,likert_agreement,realistic,Please indicate agreement or disagreement with this statement: it is not difficult to opt out of app data sharing.,Please indicate agreement or disagreement with this statement: it is not difficult to opt out of app data sharing.,How easy or difficult is it to opt out of app data sharing?,How easy or difficult is it to opt out of app data sharing?,False,False,
gold-200-rewritten-177,candidate-v1-multi-loaded-question-sensitive-topic-direct-001,loaded_question|sensitive_topic_direct,loaded_question|sensitive_topic_direct,sensitive behaviors,filter_question,filter_question,borderline,How much did using drugs not legally available to you interfere with your class or work attendance during the last 12 months?,How much did using drugs not legally available to you interfere with your class or work attendance during the last 12 months?,"This item is optional. During the last 12 months, did you use drugs not legally available to you? If yes, how much, if at all, did this interfere with your class or work attendance?","This item is optional. During the last 12 months, did you use drugs not legally available to you? If yes, how much, if at all, did this interfere with your class or work attendance?",True,False,
gold-200-rewritten-178,candidate-v1-multi-loaded-question-sensitive-topic-direct-002,loaded_question|sensitive_topic_direct,loaded_question|sensitive_topic_direct,education,filter_question,filter_question,obvious,How much did paying someone to complete coursework for you improve your academic results this year?,How much did paying someone to complete coursework for you improve your academic results this year?,"This item is optional. This academic year, did you pay someone to complete coursework for you? If yes, how much, if at all, did this affect your academic results?","This item is optional. This academic year, did you pay someone to complete coursework for you? If yes, how much, if at all, did this affect your academic results?",True,False,
gold-200-rewritten-179,candidate-v1-multi-missing-scale-labels-too-many-scale-points-001,missing_scale_labels|too_many_scale_points,missing_scale_labels|too_many_scale_points,university life,numeric_ranges,numeric_ranges,realistic,How stressful is the exam schedule this semester?,How stressful is the exam schedule this semester?,How stressful is the exam schedule this semester?,How stressful is the exam schedule this semester?,False,False,
gold-200-rewritten-180,candidate-v1-multi-missing-scale-labels-too-many-scale-points-002,missing_scale_labels|too_many_scale_points,missing_scale_labels|too_many_scale_points,public services,numeric_ranges,numeric_ranges,borderline,How easy is it to understand tax letters from public offices?,How easy is it to understand tax letters from public offices?,How easy or difficult is it to understand tax letters from public offices?,How easy or difficult is it to understand tax letters from public offices?,False,False,
gold-200-rewritten-181,candidate-v1-multi-negative-wording-polarity-mismatch-001,negative_wording|polarity_mismatch,negative_wording|polarity_mismatch,environment,support_oppose,support_oppose,obvious,How unconcerned are you about not reducing household energy use?,How unconcerned are you about not reducing household energy use?,How concerned are you about your household’s energy use?,How concerned are you about your household’s energy use?,False,False,
gold-200-rewritten-182,candidate-v1-multi-negative-wording-polarity-mismatch-002,negative_wording|polarity_mismatch,negative_wording|polarity_mismatch,health,ordinal_categories,ordinal_categories,realistic,How easy is it for you not to avoid missing medication doses?,How easy is it for you not to avoid missing medication doses?,How easy or difficult is it for you to take medication as prescribed?,How easy or difficult is it for you to take medication as prescribed?,False,False,
gold-200-rewritten-183,candidate-v1-multi-non-exclusive-options-open-closed-mismatch-001,non_exclusive_options|open_closed_mismatch,non_exclusive_options|open_closed_mismatch,mobility,open_ended,open_ended,borderline,Please describe why you usually travel by car.,Please describe why you usually travel by car.,What is the main reason you usually travel by car?,What is the main reason you usually travel by car?,False,False,
gold-200-rewritten-184,candidate-v1-multi-non-exclusive-options-open-closed-mismatch-002,non_exclusive_options|open_closed_mismatch,non_exclusive_options|open_closed_mismatch,family/household,open_ended,open_ended,obvious,"In your own words, why do you use paid childcare?","In your own words, why do you use paid childcare?",What is the main reason your household uses paid childcare?,What is the main reason your household uses paid childcare?,False,False,
gold-200-rewritten-185,candidate-v1-multi-open-closed-mismatch-loaded-question-001,open_closed_mismatch|loaded_question,open_closed_mismatch|loaded_question,technology,open_ended,open_ended,realistic,Why did you bypass the privacy settings in your most-used app?,Why did you bypass the privacy settings in your most-used app?,"Have you ever changed or bypassed privacy settings in your most-used app? If yes, what was the main reason?","Have you ever changed or bypassed privacy settings in your most-used app? If yes, what was the main reason?",True,False,
gold-200-rewritten-186,candidate-v1-multi-open-closed-mismatch-loaded-question-002,open_closed_mismatch|loaded_question,open_closed_mismatch|loaded_question,work,open_ended,open_ended,borderline,Explain why you skipped mandatory workplace training this year.,Explain why you skipped mandatory workplace training this year.,"This year, did you miss any mandatory workplace training? If yes, what was the main reason?","This year, did you miss any mandatory workplace training? If yes, what was the main reason?",True,False,
gold-200-rewritten-187,candidate-v1-multi-polarity-mismatch-incomplete-options-001,polarity_mismatch|incomplete_options,polarity_mismatch|incomplete_options,media/culture,ordinal_categories,ordinal_categories,obvious,"During the last 3 months, how often did you attend local cultural events?","During the last 3 months, how often did you attend local cultural events?",How often did you attend local cultural events in the last 3 months?,How often did you attend local cultural events in the last 3 months?,False,False,
gold-200-rewritten-188,candidate-v1-multi-polarity-mismatch-incomplete-options-002,polarity_mismatch|incomplete_options,polarity_mismatch|incomplete_options,education,ordinal_categories,ordinal_categories,realistic,Which type of support would help you most during online exams?,Which type of support would help you most during online exams?,Which type of support would help you most during online exams?,Which type of support would help you most during online exams?,False,False,
gold-200-rewritten-189,candidate-v1-multi-recall-error-double-barreled-001,recall_error|double_barreled,recall_error|double_barreled,health,frequency,frequency,borderline,"Across the past year, how many times did you exercise for at least 30 minutes and sleep well that night?","Across the past year, how many times did you exercise for at least 30 minutes and sleep well that night?","In the past 7 days, on how many days did you exercise for at least 30 minutes?","In the past 7 days, on how many days did you exercise for at least 30 minutes?",False,False,
gold-200-rewritten-190,candidate-v1-multi-recall-error-double-barreled-002,recall_error|double_barreled,recall_error|double_barreled,technology,frequency,frequency,obvious,"In the last year, how many times did you install software updates and change passwords promptly?","In the last year, how many times did you install software updates and change passwords promptly?","In the last 30 days, how many times did you install software updates when prompted?","In the last 30 days, how many times did you install software updates when prompted?",False,False,
gold-200-rewritten-191,candidate-v1-multi-sensitive-topic-direct-social-desirability-001,sensitive_topic_direct|social_desirability,sensitive_topic_direct|social_desirability|negative_wording,finances,binary_yes_no,binary_yes_no,realistic,Honest people report all taxable income. Did you fail to report any taxable income last year?,Honest people report all taxable income. Did you fail to report any taxable income last year?,"People have different experiences, and you may skip this question. Last year, did you leave any taxable income off an official tax form?","People’s tax filing situations differ, and you may skip this question. For your most recent tax filing, which statement best describes the taxable income reported?",False,True,Add negative_wording because “fail to report” frames the behavior negatively and complicates yes/no interpretation; revise to neutral categorical statements.
gold-200-rewritten-192,candidate-v1-multi-sensitive-topic-direct-social-desirability-002,sensitive_topic_direct|social_desirability,sensitive_topic_direct|social_desirability,family/household,binary_yes_no,binary_yes_no,borderline,Responsible family members do not shout during conflicts. Did you shout at someone in your household in the last month?,Responsible family members do not shout during conflicts. Did you shout at someone in your household in the last month?,"People have different household experiences, and you may skip this question. In the last month, did you shout at someone in your household during a conflict?","People have different household experiences, and you may skip this question. In the last month, did you shout at someone in your household during a conflict?",False,False,
gold-200-rewritten-193,candidate-v1-multi-social-desirability-vague-ambiguous-003,social_desirability|vague_ambiguous,social_desirability|vague_ambiguous,environment,frequency,frequency,obvious,"Thinking about daily life, how often do you behave sustainably, as everyone should?","Thinking about daily life, how often do you behave sustainably, as everyone should?","During a typical week, how often do you choose a lower-waste option when one is available?","During a typical week, how often do you choose a lower-waste option when one is available?",False,False,
gold-200-rewritten-194,candidate-v1-multi-social-desirability-vague-ambiguous-002,social_desirability|vague_ambiguous,social_desirability|vague_ambiguous,university life,frequency,frequency,realistic,How often are you a good participant in seminars?,How often are you a good participant in seminars?,"During the last four seminar meetings, how often did you contribute at least one question or comment?","During the last four seminar meetings, how often did you contribute at least one question or comment?",False,False,
gold-200-rewritten-195,candidate-v1-multi-too-many-scale-points-agree-disagree-scale-001,too_many_scale_points|agree_disagree_scale,too_many_scale_points|agree_disagree_scale,politics/public policy,numeric_ranges,numeric_ranges,borderline,"On a scale from 0 to 20, how much do you agree that more visible police patrols make neighborhoods safer?","On a scale from 0 to 20, how much do you agree that more visible police patrols make neighborhoods safer?",To what extent do you support or oppose increasing visible police patrols in your neighborhood?,To what extent do you support or oppose increasing visible police patrols in your neighborhood?,False,False,
gold-200-rewritten-196,candidate-v1-multi-too-many-scale-points-agree-disagree-scale-003,too_many_scale_points|agree_disagree_scale,too_many_scale_points|agree_disagree_scale,public services,numeric_ranges,numeric_ranges,obvious,"Using the 0-30 scale, how strongly do you agree that automatic vaccination reminders are useful?","Using the 0-30 scale, how strongly do you agree that automatic vaccination reminders are useful?",How useful or not useful would automatic vaccination reminders be for you?,How useful or not useful would automatic vaccination reminders be for you?,False,False,
gold-200-rewritten-197,candidate-v1-multi-unbalanced-scale-missing-scale-labels-001,unbalanced_scale|missing_scale_labels,unbalanced_scale|missing_scale_labels,education,numeric_ranges,numeric_ranges,realistic,How acceptable is using AI tools to support grading?,How acceptable is using AI tools to support grading?,How acceptable or unacceptable is using AI tools to support grading?,How acceptable or unacceptable is using AI tools to support grading?,False,False,
gold-200-rewritten-198,candidate-v1-multi-unbalanced-scale-missing-scale-labels-003,unbalanced_scale|missing_scale_labels,unbalanced_scale|missing_scale_labels,politics/public policy,numeric_ranges,numeric_ranges,borderline,Please rate how much you favor lowering the voting age for local elections.,Please rate how much you favor lowering the voting age for local elections.,To what extent do you support or oppose lowering the voting age for local elections?,To what extent do you support or oppose lowering the voting age for local elections?,False,False,
gold-200-rewritten-199,candidate-v1-multi-vague-ambiguous-recall-error-009,vague_ambiguous|recall_error,vague_ambiguous|recall_error,media/culture,frequency,frequency,obvious,"Over the past year, how often did you do cultural things online?","Over the past year, how often did you do cultural things online?","In the past 30 days, how often did you watch, read, or listen to a cultural event or performance online?","In the past 30 days, how often did you watch, read, or listen to a cultural event or performance online?",False,False,
gold-200-rewritten-200,candidate-v1-multi-vague-ambiguous-recall-error-002,vague_ambiguous|recall_error,vague_ambiguous|recall_error,public services,frequency,frequency,realistic,"Over the past year, how often did you sort out paperwork with authorities?","Over the past year, how often did you sort out paperwork with authorities?","In the past 3 months, how many times did you submit, renew, or request an official document from a public office?","In the past 3 months, how many times did you submit, renew, or request an official document from a public office?",False,False,
